Password;Length;Has_Uppercase;Has_Special;Security_Score
HAUEMKpDg;9;1;0;3
ytGN4I16;8;1;0;3
3sgg;4;0;0;1
"e*7N$N:!(=\4MgQ%;";17;1;1;5
0uTstJp84;9;1;0;3
o5kp6;5;0;0;1
e-W%>nJFdQ@:IzM;15;1;1;5
ykx-1ZfOxdGK$ro;15;1;1;5
9_Oek#6@@?99;12;1;1;5
zkl-q_A<},!<;12;1;1;5
LMIkutex;8;1;0;3
48alga;6;0;0;1
kiqv;4;0;0;1
8Zdw5Neg2;9;1;0;3
H%S}3C}W)BlO[|l];16;1;1;5
i9ny;4;0;0;1
"rvl;IL-:G=N&";12;1;1;5
n8d96ur;7;0;0;1
e[<r*3i<yb(s);13;0;1;4
nn:+-Ls,yIm%1Ht;15;1;1;5
iNydtNjTJH;10;1;0;3
lrk8auv;7;0;0;1
v1H0JWHL;8;1;0;3
Xq9T2jUCs;9;1;0;3
k21w3;5;0;0;1
whjh;4;0;0;1
baTHkMz1g;9;1;0;3
tyryac1;7;0;0;1
Dv<P`,F$<9\B'IXJ;16;1;1;5
oGZU{?gJ[p/mz{x1;16;1;1;5
OSi7O8G2Wg5;11;1;0;3
kjverb;6;0;0;1
otx33yk;7;0;0;1
1p6tkps;7;0;0;1
snScJlxvWH;10;1;0;3
[oPX9Hh}8StZe=9;15;1;1;5
s55rik90VY;10;1;0;3
0in7fv;6;0;0;1
"U;6z?5Q#7l5owGn#";16;1;1;5
"N>vk)A,r.;vz#s;";15;1;1;5
JNEkyWyrU;9;1;0;3
Mv-(QGsJdxK\Lnoj;16;1;1;5
000dk4e;7;0;0;1
lXkEowA6;8;1;0;3
jbOmfBpdPs;10;1;0;3
VKl\R#`{&8(UDp;14;1;1;5
xj5HnNX9;8;1;0;3
2uelukm;7;0;0;1
"2mm9S""W87hwGE:";14;1;1;5
7hqAwbeSxQ6;11;1;0;3
pgct;4;0;0;1
eicf9;5;0;0;1
NF4G5qNi2;9;1;0;3
cSRcploY;8;1;0;3
7XNLNy6An5;10;1;0;3
mQVshJBTFfe;11;1;0;3
0tw15;5;0;0;1
9igxwg;6;0;0;1
TQ41ny4pG;9;1;0;3
czei;4;0;0;1
v7cx6lq;7;0;0;1
DsMsh0bX1Fh;11;1;0;3
OPhcveDB;8;1;0;3
>\F:PCxE$'U*,;13;1;1;5
"{Isoa*Mq44q;m{H";15;1;1;5
rtwu;4;0;0;1
tsxIgbtx5y;10;1;0;3
:@.9m.|~G#feKf&;15;1;1;5
9YQMQ54zNGF;11;1;0;3
mq0HNl)u@V'C;12;1;1;5
pwqNZztiV;9;1;0;3
nwa79er;7;0;0;1
2zt368z;7;0;0;1
4zah4m;6;0;0;1
y9cWzBVt;8;1;0;3
fIb1J10K;8;1;0;3
HWA6Za0bKv;10;1;0;3
8a4j;4;0;0;1
80dt;4;0;0;1
AG7jvY0RfM8;11;1;0;3
"[9%FW""zhqxjnnjP3K";17;1;1;5
l3l4;4;0;0;1
_r-L&fkGul4wq;13;1;1;5
gtc70;5;0;0;1
1A1yrXsN;8;1;0;3
3kqj;4;0;0;1
98ise;5;0;0;1
)@*^7MI_ObF?SO__h9;18;1;1;5
"AU=ji;'u*,+9+";13;1;1;5
ghlv;4;0;0;1
"""1U]U3@Z{""iDe[Q";15;1;1;5
o0I3ORAW;8;1;0;3
xKV7<QpRAn+<R;13;1;1;5
mLOTBLsI;8;1;0;3
Bu/W\Y'?dm\)'v,j+;17;1;1;5
gjbud;5;0;0;1
go62u5j;7;0;0;1
WXMDUA5L;8;1;0;3
K3LnWP0OZQs;11;1;0;3
9xTtx+A{S2*{9n!+;16;1;1;5
AbqR<NH{kQB\|A_c;16;1;1;5
,noH`>&xu:5O`]e;15;1;1;5
"{=v.qv~H{?C""";12;1;1;5
7mg6Yp2N;8;1;0;3
xx$19JMe-ZbVzT;14;1;1;5
x,yZrfduven_!;13;1;1;5
3PLyTn7IpiiV;12;1;0;4
pe4h95;6;0;0;1
ycbs;4;0;0;1
thOZM2e4q;9;1;0;3
nazqv;5;0;0;1
Yfch0K6G;8;1;0;3
MrliyDO0w;9;1;0;3
2tlz;4;0;0;1
5HETXWJgD3;10;1;0;3
"3*Hk0h'nMPVlb"".62O";18;1;1;5
c1e5k24cF;9;1;0;3
xTc80iic7j;10;1;0;3
dRLtXlIHT;9;1;0;3
79g7t;5;0;0;1
rvLmcuyO2Fk;11;1;0;3
JwdtjHpi0L;10;1;0;3
vkgoks;6;0;0;1
doq9ok;6;0;0;1
VpxdcM5w;8;1;0;3
wsxr1xRwB;9;1;0;3
D8s6O2Agp;9;1;0;3
ya9oL98ZBV;10;1;0;3
s6og57;6;0;0;1
d5JDL7vBz;9;1;0;3
ke@P8~x0L{L5.H;14;1;1;5
b4o2632;7;0;0;1
9GLbmrJw;8;1;0;3
Qoup8Sv8;8;1;0;3
II@30bUZ8G~d)6e;15;1;1;5
"<=[3rnkz4lZD7j%8J;";18;1;1;5
{p^UDHeWMi@g&xpJN;17;1;1;5
y8xm3;5;0;0;1
hsn0t48;7;0;0;1
695dDWEx9;9;1;0;3
kijrz;5;0;0;1
iy7rij;6;0;0;1
jcSb9KQG;8;1;0;3
0sq0p;5;0;0;1
T3qhFjjis0x;11;1;0;3
jhroxxq;7;0;0;1
8a1sos;6;0;0;1
"/EWN1[C=;($#";12;1;1;5
jv7g90;6;0;0;1
tw79so;6;0;0;1
ibS7Hz30;8;1;0;3
JgxOkKQL9nD;11;1;0;3
mah3e6;6;0;0;1
NpRu8xLfJKK;11;1;0;3
O7InFw0aQ;9;1;0;3
lp]s]dYuL(58T_+;15;1;1;5
un9f0de;7;0;0;1
EIETLLG9uh;10;1;0;3
WHZUSH(TDXei;12;1;1;5
!j^uZ_ue_7/L;12;1;1;5
xoEONpL8a;9;1;0;3
g68mqf;6;0;0;1
CKFGqoka;8;1;0;3
XCWzkzI0dvi;11;1;0;3
042168;6;0;0;1
<F(V%VBut8K.;12;1;1;5
KI44sVjE;8;1;0;3
Tm'%!gqmvm7&7?HuU;17;1;1;5
h076stz;7;0;0;1
FmeofD9d;8;1;0;3
wlzbas;6;0;0;1
"Bc;?Sa:>&W'me@";14;1;1;5
i87tbr;6;0;0;1
4CD0ZRz4tP;10;1;0;3
ps0icn;6;0;0;1
Ifk2sELAhn;10;1;0;3
km30;4;0;0;1
i=3U9ia~U,&6;12;1;1;5
Qa4AxJHaAh;10;1;0;3
"ldl_aZyC>""L2!7:cJ";17;1;1;5
5tav383;7;0;0;1
4dsvSVpSE;9;1;0;3
AfH7XzWR;8;1;0;3
517i;4;0;0;1
1dulquw;7;0;0;1
Zzwko2PxWi4;11;1;0;3
,d-F{=xN]FW-D);14;1;1;5
W6o]EWGmGu$KUm\26;17;1;1;5
443d;4;0;0;1
\5luP[_8k~2Zj1Qi2;17;1;1;5
^.Pc!bm-kA|3;12;1;1;5
25ckv;5;0;0;1
4tfG^70T_|!5j9oR`};18;1;1;5
@H_5|<56wfzre2Q;15;1;1;5
yuYDDmrceou;11;1;0;3
2gpe3k;6;0;0;1
"M4:`"";quzP5a)";13;1;1;5
lNCi8OjPZ;9;1;0;3
kfrcy;5;0;0;1
rgqDQ3wWp;9;1;0;3
spACoQWkT2;10;1;0;3
rm0s1t;6;0;0;1
GsqcdfCrgKg;11;1;0;3
S5fPf9sj;8;1;0;3
1XgqVRozp;9;1;0;3
SULwYPtq;8;1;0;3
@Zr}j,=C`iI*;12;1;1;5
y0g16;5;0;0;1
"jGT#<gu?tF;^kx7$O";17;1;1;5
qgqj;4;0;0;1
jd78OC1lHy;10;1;0;3
op0b;4;0;0;1
tQYzHLqNWao;11;1;0;3
idA7FqvsH;9;1;0;3
5I0EYn3HP8;10;1;0;3
sh0qfm;6;0;0;1
QMLJLjlR5;9;1;0;3
25e0r;5;0;0;1
p2s5;4;0;0;1
3g9pz;5;0;0;1
"~iOL=;d4;2@I'J|s";16;1;1;5
0MjB|L8E1e4|;12;1;1;5
rqatp;5;0;0;1
2e9ht36;7;0;0;1
COLoBdHAQ;9;1;0;3
wzjd6qg;7;0;0;1
iQ&\'6<rR\?p;12;1;1;5
OrPXMUplCk;10;1;0;3
znbt;4;0;0;1
"aGKql?;=O%h>/XD";15;1;1;5
LjOuYcjC5;9;1;0;3
k5t2n;5;0;0;1
tt6k6d3;7;0;0;1
LXJTAIx4D;9;1;0;3
u1u8r3XXD;9;1;0;3
eL4DzVoRt;9;1;0;3
"$tv}L;><*/zh\o";14;1;1;5
NcE91PO4K;9;1;0;3
fuxhe;5;0;0;1
1ENBeQ2lZ89;11;1;0;3
dxxjPc1zb;9;1;0;3
s6KXGKUVo;9;1;0;3
jsuvqc;6;0;0;1
"""5/T2A`.NL#9K(s";15;1;1;5
tvxzb;5;0;0;1
OrvbZtAzcU;10;1;0;3
0fl6al;6;0;0;1
7SK5soX8;8;1;0;3
"`*%%;U@?'_3W-";13;1;1;5
|[6~oXn[*ApzQdM;15;1;1;5
5vFnnWfA;8;1;0;3
IMwhD10Kb;9;1;0;3
ZkPkt4yN;8;1;0;3
5Tj6bku4eeO;11;1;0;3
z~y%Avi??QpQF6$r7;17;1;1;5
"0cd+""rcH6A^Fk^";14;1;1;5
X*$w$_zE05Lh-K;14;1;1;5
"byZa=o$D-M&n""hv*p";17;1;1;5
89tL4pVZCK7;11;1;0;3
/GRcc1KiN{?BIs;14;1;1;5
09bg;4;0;0;1
BPmAyPr96;9;1;0;3
E6WgHZ5uvXk;11;1;0;3
po8hw;5;0;0;1
y3KrUZPp;8;1;0;3
9XrJS@s.Ao*w,z;14;1;1;5
X2xgmUmW;8;1;0;3
lBJxNBuqB;9;1;0;3
4u0s;4;0;0;1
hbqABDPmI;9;1;0;3
45etxvn;7;0;0;1
nSLHtIgLS;9;1;0;3
LOKoMd8v;8;1;0;3
W7>8.)$44gKP)w;14;1;1;5
6rxbg;5;0;0;1
V`TLhr\g?D<NsNN;15;1;1;5
pX1ZhR724;9;1;0;3
8tk7;4;0;0;1
#IT~TH@&QWa?;12;1;1;5
V3fbmeqE;8;1;0;3
byik9k;6;0;0;1
1xml5;5;0;0;1
fEfLsLIG9;9;1;0;3
"e$m.PSr/b1a!pQW""F.";18;1;1;5
"v$9,GRn`Z]|}(A,W[""";18;1;1;5
v15ph89;7;0;0;1
!,:NJdE>*q`Xz/+m2J;18;1;1;5
L4ybF4JW;8;1;0;3
h0w7ja;6;0;0;1
IGb<K}pUDd)6T:9;15;1;1;5
`Ocs~)6I1\aNM!_;15;1;1;5
c24hch;6;0;0;1
hblq0;5;0;0;1
r4vpMm8iQ;9;1;0;3
ahda;4;0;0;1
Xta5FdkRz;9;1;0;3
T-4whecm7*tNH^<4;16;1;1;5
bZfIzV8C;8;1;0;3
"Bu*M-~o\+;vfL|CL";16;1;1;5
rY~Ki+_v^OeB`]&POw;18;1;1;5
JRSk4TM081;10;1;0;3
o2WfMCUnyfP;11;1;0;3
(F-K/]d$kvlD(X-e;16;1;1;5
yIIxWNANb;9;1;0;3
-H03v21GMcpL='];15;1;1;5
4teaKIVH1g;10;1;0;3
96ucc;5;0;0;1
RDCpEPcms;9;1;0;3
vknKTtpTfyC;11;1;0;3
+zRlP,(617(l<3s&;16;1;1;5
67prBRq53yT;11;1;0;3
lc3avc;6;0;0;1
";4JX3*W5~!r*GTUc";16;1;1;5
1iy1my;6;0;0;1
"P^$_v%|_1S""I";12;1;1;5
9jbha;5;0;0;1
sQLJx6SYxQ;10;1;0;3
"C-G{;TM?.OI.!(q";15;1;1;5
34po;4;0;0;1
2pe45vy;7;0;0;1
!~+bJkmM!X_4/T;14;1;1;5
irB7uPM8X46;11;1;0;3
rzzi25h;7;0;0;1
I|J=du,dS\/GgZnR;16;1;1;5
1QdCbS2MHNe;11;1;0;3
ufbCmpuqttj;11;1;0;3
ov66od3;7;0;0;1
mk6ma3;6;0;0;1
Cy4A2lQ7;8;1;0;3
zwahv0;6;0;0;1
hgxs;4;0;0;1
mO94hueOZE;10;1;0;3
"_%;5~yomu*S:=nS";15;1;1;5
0C9J9xxZo5;10;1;0;3
dKNd1objLJ;10;1;0;3
"dWOv%O7""NL+1W%0#sg";18;1;1;5
Ge4Hz0JS='B8K;13;1;1;5
h34o8kg;7;0;0;1
27in9;5;0;0;1
bQlr0WS0nA;10;1;0;3
/^yE?^vwg|qCl<:;15;1;1;5
'WD&hd,TS\87&5;14;1;1;5
^kKK1_.f\S#%);13;1;1;5
r52OPu4Rvs5;11;1;0;3
UTcQpurA7;9;1;0;3
rbzhMyD8;8;1;0;3
upimMLEoux{{A;13;1;1;5
"b""EI|9!MPoEL";12;1;1;5
"#r&vJwZ.;9IU@l";14;1;1;5
gx0bq4;6;0;0;1
rnqYpeiqFF;10;1;0;3
cib5xqL0?oy};12;1;1;5
`q3&sZ^N}SYe;12;1;1;5
KlnnXaPI;8;1;0;3
9Ao7GOpKAl;10;1;0;3
/<A7?5%,J3+2;12;1;1;5
qZkY3C3i8tT;11;1;0;3
m0qr;4;0;0;1
K9oRC8hvcPh;11;1;0;3
/CAKk`hQYDIM;12;1;1;5
eGhWP5vBnA;10;1;0;3
npre6;5;0;0;1
0qDUxFVV;8;1;0;3
4msU3XxQG32;11;1;0;3
b&D>`/@P8\k/;12;1;1;5
mtb0ndl;7;0;0;1
h7LAVVZW;8;1;0;3
ju5bu9;6;0;0;1
30D7Fvkv;8;1;0;3
re1k;4;0;0;1
mhn75m;6;0;0;1
AaLQOdL4T8;10;1;0;3
4YA7)H*$Cl.^d;13;1;1;5
yn15sp3F;8;1;0;3
BeyissZVh;9;1;0;3
ejcfo2;6;0;0;1
w0gNe9dcC;9;1;0;3
eAb9TLQQkE6;11;1;0;3
vt80;4;0;0;1
V1akHMyFR;9;1;0;3
gfkbg;5;0;0;1
XQu44j}8b<hH;12;1;1;5
"&CLM^.t8;(v0}Iq";15;1;1;5
LT6KF3JAZL;10;1;0;3
"^;Rw~r|(ySkeQ$HC/";17;1;1;5
bGroecLuNgw;11;1;0;3
1DtI7aTiNGp;11;1;0;3
R0yMbq8Jlw;10;1;0;3
e<cp<kj*x3BhM+;14;1;1;5
"BU/eNu4/P;P""";12;1;1;5
oj9LscTBajU;11;1;0;3
"(8@=,';Er-~8";12;1;1;5
shnm3;5;0;0;1
hlsd;4;0;0;1
9qqsbad;7;0;0;1
z00zh;5;0;0;1
K%e35>yZq<jO-;13;1;1;5
KNiY0KuC7yo;11;1;0;3
"]3<]dUF,""dUa]";13;1;1;5
cjojUoWqOtW;11;1;0;3
2ser;4;0;0;1
ExDY1EzoC;9;1;0;3
bEVGWIhkQ2;10;1;0;3
'T&K~][{iL?h&$*4hC;18;1;1;5
cfmujm;6;0;0;1
"I""G2R+10Wbl_0";13;1;1;5
wmoi9;5;0;0;1
azhn9ii;7;0;0;1
mQlKZXBHdV;10;1;0;3
hue4p0;6;0;0;1
objl6cJ4JxE;11;1;0;3
4oth;4;0;0;1
eZi0Bmew;8;1;0;3
xJUxliP1;8;1;0;3
/{'$@Ka5lFUIF-,;15;1;1;5
0x4zqV6D;8;1;0;3
x694eevW;8;1;0;3
Uq':?S}aouT~~|(NT^;18;1;1;5
buat;4;0;0;1
"g_fF~4;OsD_nL6,;p";17;1;1;5
9)p8lV+&91k]G;13;1;1;5
";vlWn$Ti4|i)U({";15;1;1;5
ZCDiHhOoCm;10;1;0;3
TxdPXwtLt;9;1;0;3
q1a6xbo;7;0;0;1
"U\;mKq~#:MipxL";14;1;1;5
ImXnnE1roJ;10;1;0;3
k665;4;0;0;1
Xqukw5MT6s;10;1;0;3
GxtDz4xoS;9;1;0;3
mTno18ro;8;1;0;3
b41twzk;7;0;0;1
Jkv2ic$8>~GK;12;1;1;5
"VY$&=v8g^$cN""8k-";16;1;1;5
R12w4FqV;8;1;0;3
Ofa68cawhW;10;1;0;3
pvzu6;5;0;0;1
mj5aJWNtZ0c;11;1;0;3
2fzn;4;0;0;1
j5UiALCL;8;1;0;3
eet6n;5;0;0;1
v51ATGtc;8;1;0;3
6iCE6xddx;9;1;0;3
k4phs;5;0;0;1
g7y7kg;6;0;0;1
Z'q8zC[{ZsBS;12;1;1;5
<uTDY-I?+/g.;12;1;1;5
dy06fv;6;0;0;1
bUVKybl1MlR;11;1;0;3
v822;4;0;0;1
|g3{5T*Au}A(;12;1;1;5
nbptb4;6;0;0;1
WJ9Dql34;8;1;0;3
Dt1yuuteYH;10;1;0;3
3i0yx;5;0;0;1
vyteMTogHrC;11;1;0;3
qNTSMCXkT;9;1;0;3
kHQ7WMpveH;10;1;0;3
u9xsr;5;0;0;1
kZr6P2rt75;10;1;0;3
e8brmUkr;8;1;0;3
m<srh@tFtFvF^p?E1;17;1;1;5
7DJc?zmRI]nBq;13;1;1;5
O,Pa3)@\wm$48S;14;1;1;5
mVB29NFiA;9;1;0;3
"VL:;M([p%jWT^Y[>";16;1;1;5
">H)mu;2;G[^..4";14;1;1;5
J~#%1pc-I]SgNmL';16;1;1;5
ogddk;5;0;0;1
mqkkn;5;0;0;1
f1TB7pKw;8;1;0;3
"wXbc{PpB}+X]jZW;{";17;1;1;5
xlh0l;5;0;0;1
FNcBYu9DPd;10;1;0;3
AsJa31whY;9;1;0;3
RrVzLmyv;8;1;0;3
Sf9DeDRKD;9;1;0;3
ppjPGqlLdm;10;1;0;3
)gc'OzgMyp1CDI8hZ@;18;1;1;5
>8\{6.(MGN^gCC};15;1;1;5
27w5k8m;7;0;0;1
8zc9sqFux;9;1;0;3
IQxF3dAL;8;1;0;3
ng1y;4;0;0;1
gc8y;4;0;0;1
".Y+ddD;g=N/9x4xc";16;1;1;5
w9ot;4;0;0;1
Sz60SpxD;8;1;0;3
5CyvqNcoZ;9;1;0;3
vt1z5n;6;0;0;1
fqj0g;5;0;0;1
TBaQ#z1\>iNTUlywuk;18;1;1;5
13gti5l;7;0;0;1
JjvMS3zCmI;10;1;0;3
q0rh;4;0;0;1
"f)&Bj[mI|u1pW;T";15;1;1;5
"^tsh1Q$xvk=N25,;";16;1;1;5
jjqes;5;0;0;1
PRxCxOOyVXg;11;1;0;3
dmd08jq;7;0;0;1
if.2GN<7N~e_scDi;16;1;1;5
`Q:Lu$]/jthT*;13;1;1;5
ig6x;4;0;0;1
8by9XbOB;8;1;0;3
JFMxiboh;8;1;0;3
hw95e;5;0;0;1
ol6cm;5;0;0;1
heexf8e;7;0;0;1
1x8an5;6;0;0;1
JRVY,T<`n@cb;12;1;1;5
MWXiMPt9;8;1;0;3
4cqgb8;6;0;0;1
5SR7EwUsNkn;11;1;0;3
foRcuYXk;8;1;0;3
x6c49;5;0;0;1
[$M@+#q{yoa6<'14+N;18;1;1;5
WU/Ms<<$F4:>QvG>e;17;1;1;5
FbMDrR5vMe;10;1;0;3
vVpjOY46T2m[th\;15;1;1;5
47ne;4;0;0;1
D9pKNC0h;8;1;0;3
SESogNzDIEa;11;1;0;3
sir1;4;0;0;1
pds5f7k;7;0;0;1
3of2b;5;0;0;1
"-!;uDhkRX6I\&SS";15;1;1;5
ealh;4;0;0;1
LQg3NOLjjCi;11;1;0;3
ict1;4;0;0;1
$.YV<!_o]++e?Fnu;16;1;1;5
HezH9rXD7;9;1;0;3
FMFwALds;8;1;0;3
CXwcwOvLE5u;11;1;0;3
0l3s;4;0;0;1
&51UZ7yC,jta;12;1;1;5
xe1v;4;0;0;1
X6{dHnWUnqb_JEv4=V;18;1;1;5
8Jp_*6z:.@d~;12;1;1;5
"`m$wo}*h&4B""xW]v]";17;1;1;5
i5fi7s;6;0;0;1
uv18oobE;8;1;0;3
+|<QQKPyV$]rwS@9!,;18;1;1;5
48q2r;5;0;0;1
[BrP4/nsnH_si7&;15;1;1;5
ba8eh3;6;0;0;1
3tf20;5;0;0;1
";eXbF8w/4]=1]*x";15;1;1;5
KX3l7SBN;8;1;0;3
SOa5dVw9;8;1;0;3
Y0MG]2X93<VFV;13;1;1;5
l6su5f;6;0;0;1
"[41rSxW""x^)n7{NX';";18;1;1;5
K%d_')Xy5Nec,`;14;1;1;5
S0nEzlUON3T;11;1;0;3
fxBpjHsG;8;1;0;3
ykONNgw1KJe;11;1;0;3
lgv0;4;0;0;1
NeP0CKhDo2;10;1;0;3
2998tul;7;0;0;1
qf+3?+W8.7Z0e%BFxq;18;1;1;5
$3=P(^7ZJ=,9U=g2-l;18;1;1;5
duMTUODB2;9;1;0;3
k9ok;4;0;0;1
d7pa;4;0;0;1
0pV3Smy5yrj;11;1;0;3
}nM0VkL:T,?}CREMWZ;18;1;1;5
O7yGhivfIf;10;1;0;3
S65FwD1ijDU;11;1;0;3
"F=ZqwAc#<-Z""V(";14;1;1;5
qo0870;6;0;0;1
onTIJoAWYXx;11;1;0;3
qnwsuqm;7;0;0;1
X1bNRxV1a0;10;1;0;3
"k#_Nky""iKNXV2I~?";16;1;1;5
KFWakUzApg;10;1;0;3
9ffidj4;7;0;0;1
BG{pO*P6.1`HrOdM;16;1;1;5
uab40q;6;0;0;1
ECP6N5dv;8;1;0;3
Z\6w{~czHk4?oI`&/,;18;1;1;5
r5w0;4;0;0;1
flpGqqzbXu;10;1;0;3
ammdn;5;0;0;1
'4!ET5mM,)GIH&xG;16;1;1;5
xkfn6v;6;0;0;1
bpWzDysv;8;1;0;3
"GccW;G'&<6v5=)>";15;1;1;5
o6x68a;6;0;0;1
7tuaMz4GcWc;11;1;0;3
L\a)HHZR5u,/;12;1;1;5
0bzlt;5;0;0;1
JsoQwFYPg2;10;1;0;3
8cpw6p;6;0;0;1
d5bczal;7;0;0;1
rtaushs;7;0;0;1
PK1evHBgRw;10;1;0;3
f4nqb;5;0;0;1
iQwcXu1OfS;10;1;0;3
"DHev.XCNb;)_";12;1;1;5
KIRIVwSRJEN;11;1;0;3
"yJShbw0UB5ax-G""m";16;1;1;5
e0vkhz;6;0;0;1
O5rNjVuNs0l;11;1;0;3
57qmv;5;0;0;1
"w2jgwE'Ks@4""2pk|3\";18;1;1;5
7fwr;4;0;0;1
ctUiVLI5;8;1;0;3
"ACa}`0{Fo(;#w_1h]C";18;1;1;5
S5eeQJLxsH;10;1;0;3
Y3KJ1Ueq9;9;1;0;3
3lm4be;6;0;0;1
v9e1;4;0;0;1
Y3MgwYGEI;9;1;0;3
"fA~;DRD<6hG:y""";14;1;1;5
nhSB5ooDakp;11;1;0;3
Kz}.*A(@TP@,l;13;1;1;5
wrn4ps;6;0;0;1
AGsoBoSmQx;10;1;0;3
"|:;f~pDP[7hEjSuE~";17;1;1;5
eym7;4;0;0;1
Q2eCOJDIE;9;1;0;3
CeAVv8f5t;9;1;0;3
"b?\|J\/Qk>pg\@t""x";17;1;1;5
74:TtsD1=b&j;12;1;1;5
"""yM>B%)MtQrPPSI";15;1;1;5
TOw1pcDkA[lg3n=;15;1;1;5
AcEOvzqpSx6;11;1;0;3
ChRKsdUaL0;10;1;0;3
wbxIPNCG;8;1;0;3
oqsRn9PyPU;10;1;0;3
ejyv;4;0;0;1
ytg9;4;0;0;1
LtwGiOyMm5;10;1;0;3
h4leas7;7;0;0;1
I8yGk73EsyD;11;1;0;3
OnaokEUj;8;1;0;3
IPZZDox31qm;11;1;0;3
Naw3j0uc;8;1;0;3
dbeio1;6;0;0;1
Z9qNcNPZQc5;11;1;0;3
JoMJCcKh0;9;1;0;3
mieP_b<RN[_oK1Sh<;17;1;1;5
#¿NOMBRE?;14;1;1;5
v2nnp5;6;0;0;1
2ZpGiH4ySs2;11;1;0;3
jCaXjMlKWQx;11;1;0;3
m*C/Y`(z`+M{i;13;1;1;5
GQoJjy4z;8;1;0;3
%]FR8X0]m/<gR{6I-';18;1;1;5
48gqgRv9;8;1;0;3
$GB8~nN0$f$0lMt4N;17;1;1;5
tgnuoA$/wh8[P;13;1;1;5
LDWan7bFLu2;11;1;0;3
r38h72a;7;0;0;1
RoJfGIBCxU;10;1;0;3
DmPwJmVtz;9;1;0;3
gq3d1_??n5koKv)?N;17;1;1;5
bhkb;4;0;0;1
ZGiLy9FJteR;11;1;0;3
xZeiPeqQnXW;11;1;0;3
SIizHtsO;8;1;0;3
_2-%m{Wk'1$9~zTwC;17;1;1;5
eWrSbvEoN;9;1;0;3
7vPfQ|Nv/S@z$Z6Yy7;18;1;1;5
66cqgLFkf;9;1;0;3
BrqOVI5xy4;10;1;0;3
QVExwTej3OC;11;1;0;3
2wrg;4;0;0;1
]&YZNq!IO(3Hd;13;1;1;5
3DnU8hHqn;9;1;0;3
y7OtcODN;8;1;0;3
RcpSBjLXq;9;1;0;3
dpb099;6;0;0;1
Gm57F90c;8;1;0;3
wilVf5UTQ;9;1;0;3
fubf;4;0;0;1
HaCfxORDUs;10;1;0;3
y@U+EmoAK\i)^;13;1;1;5
?[I6{(c6,^O:&;13;1;1;5
1rtjj;5;0;0;1
P3~LU4t5C<r-MqZ;15;1;1;5
EM9OWbOu;8;1;0;3
bxtble;6;0;0;1
zDdmJ10xYpf;11;1;0;3
AuZviPo4X;9;1;0;3
0bzxnSJ5CI;10;1;0;3
"_+V_^s0;\-2,3.55";16;1;1;5
DFviP0kCYMf;11;1;0;3
qANm6moCx;9;1;0;3
!'%A*7e]<ID.k;13;1;1;5
wpQp2XYU;8;1;0;3
mW?,2_K0m,x$JZ6;15;1;1;5
o92b7x;6;0;0;1
z8ed0Efr7QCeE#=;15;1;1;5
N8eR273GCunL`ax[#;17;1;1;5
_p4^@d3]m?0$x;13;0;1;4
"n%*F.0|:lzRu#_;";15;1;1;5
nyz9;4;0;0;1
fwv5px;6;0;0;1
1hde;4;0;0;1
]JL.ADqpB8ZzU_;14;1;1;5
xZ|gHq:]I92$l|;14;1;1;5
ld2pqal;7;0;0;1
6oxeuky;7;0;0;1
s2r6ya;6;0;0;1
gRPX1g=GH.6[X:H8;16;1;1;5
*h!xmZuNf1Q>;12;1;1;5
"5oo)i)%#|""dH&";13;1;1;5
f31nd3g;7;0;0;1
gjtbx;5;0;0;1
"L{""o+QCOkB^Xe9B~";16;1;1;5
7r57;4;0;0;1
YsKwXTnI7;9;1;0;3
oZcxrbwCI;9;1;0;3
5eSZIZRBxd7;11;1;0;3
mdd3dm;6;0;0;1
9wuw;4;0;0;1
6z04m;5;0;0;1
o8GfVAWXD;9;1;0;3
mUxM3q6BMn;10;1;0;3
vqphx;5;0;0;1
T9QzrvXc;8;1;0;3
pdam~Pt7Iq#|FEEX~;17;1;1;5
3pvts;5;0;0;1
KUPc8eNGl;9;1;0;3
sib7ADkJ0bG;11;1;0;3
frkplyr;7;0;0;1
C7Zm?a$$KO}xo`Ehs;17;1;1;5
9{*yZ(I|J6udW;13;1;1;5
{G!l@:nqtuZ);12;1;1;5
TUM6rf3s;8;1;0;3
39qxe;5;0;0;1
xMsU?+_+|YkL%G=@4e;18;1;1;5
SlB5NYua75p;11;1;0;3
f6exyi;6;0;0;1
f:[JZt(3@3$=+viAV;17;1;1;5
"+9Z&X1V.Eb=T""Vx7uL";18;1;1;5
"bSiSU%P<GuD;8IvB";16;1;1;5
:ZON(y?O+1'26.$wVI;18;1;1;5
OZcXcopqfA;10;1;0;3
"zAf8}vR"".>dEH8Y1";16;1;1;5
a3vn37;6;0;0;1
SitD9QUQ;8;1;0;3
IJRIqSYp;8;1;0;3
LxqUDGnlEu8;11;1;0;3
li1so;5;0;0;1
fvMlU9z66;9;1;0;3
)V.J=,*[R?/E_gS$;16;1;1;5
NBFeOpBtlLD;11;1;0;3
CSdMpJEV;8;1;0;3
FAYZMufMeX;10;1;0;3
AEv9K5[)c<Rqz;13;1;1;5
"Z\L'RMWMZcA~<[""";15;1;1;5
XjogyFrZPEW;11;1;0;3
8h4m0;5;0;0;1
4mq7P9mHF7;10;1;0;3
cld1jmr;7;0;0;1
mhZlTbAz;8;1;0;3
"C""|sz`WKC1&EAfS";15;1;1;5
